5.0 160.0 
0.0 174.0 
28.0 145.0 
4.0 163.0 
2.0 170.0 
10.0 157.0 
16.0 152.0 
3.0 167.0 
2.0 170.0 
7.0 158.0 
1.0 171.0 
14.0 153.0 
25.0 151.0 
13.0 154.0 
